Timestamp,CO2_inlet_ppm,CO2_outlet_ppm
2025-07-21 08:20:36.047,,
2025-07-21 08:20:37.053,,
2025-07-21 08:20:38.054,,
2025-07-21 08:20:39.059,,
2025-07-21 08:20:40.066,,
2025-07-21 08:20:41.066,,
2025-07-21 08:20:42.073,,
2025-07-21 08:20:43.074,493.6,382.3
2025-07-21 08:20:44.092,492.1,381.2
2025-07-21 08:20:45.102,492.1,381.2
2025-07-21 08:20:46.117,452.9,407.0
2025-07-21 08:20:47.123,452.9,407.0
2025-07-21 08:20:48.144,456.8,407.5
2025-07-21 08:20:49.154,456.8,407.5
2025-07-21 08:20:50.165,491.8,414.0
2025-07-21 08:20:51.175,491.8,414.0
2025-07-21 08:20:52.202,486.7,412.8
2025-07-21 08:20:53.218,486.7,412.8
2025-07-21 08:20:54.238,438.2,412.6
2025-07-21 08:20:55.248,438.2,412.6
2025-07-21 08:20:56.258,441.7,413.1
2025-07-21 08:20:57.268,441.7,413.1
2025-07-21 08:20:58.270,433.5,402.6
2025-07-21 08:20:59.276,433.5,402.6
2025-07-21 08:21:00.287,432.4,402.6
2025-07-21 08:21:01.305,432.4,402.6
2025-07-21 08:21:02.314,427.2,381.6
2025-07-21 08:21:03.328,427.2,381.6
2025-07-21 08:21:04.346,427.8,382.7
2025-07-21 08:21:05.357,427.8,382.7
2025-07-21 08:21:06.367,426.1,377.0
2025-07-21 08:21:07.378,426.1,377.0
2025-07-21 08:21:08.388,423.1,376.6
2025-07-21 08:21:09.396,423.1,376.6
2025-07-21 08:21:10.407,430.0,375.5
2025-07-21 08:21:11.418,430.0,375.5
2025-07-21 08:21:12.428,434.0,376.4
2025-07-21 08:21:13.440,434.0,376.4
2025-07-21 08:21:14.457,429.6,377.0
2025-07-21 08:21:15.467,429.6,377.0
2025-07-21 08:21:16.478,429.1,375.6
2025-07-21 08:21:17.488,429.1,375.6
2025-07-21 08:21:18.499,427.4,373.3
2025-07-21 08:21:19.509,427.4,373.3
2025-07-21 08:21:20.529,424.9,373.5
2025-07-21 08:21:21.540,424.9,373.5
2025-07-21 08:21:22.558,430.2,377.0
2025-07-21 08:21:23.578,430.2,377.0
2025-07-21 08:21:24.590,431.0,376.0
2025-07-21 08:21:25.600,429.9,376.0
2025-07-21 08:21:26.610,429.9,374.1
2025-07-21 08:21:27.621,431.1,373.4
2025-07-21 08:21:28.632,431.1,373.4
2025-07-21 08:21:29.643,444.9,372.8
2025-07-21 08:21:30.659,444.9,372.8
2025-07-21 08:21:31.670,443.1,374.7
2025-07-21 08:21:32.671,443.1,374.7
2025-07-21 08:21:33.690,482.4,385.3
2025-07-21 08:21:34.700,482.4,385.3
2025-07-21 08:21:35.711,482.6,383.5
2025-07-21 08:21:36.721,482.6,383.5
2025-07-21 08:21:37.733,466.3,411.2
2025-07-21 08:21:38.743,466.3,411.2
2025-07-21 08:21:39.754,468.6,412.7
2025-07-21 08:21:40.764,468.6,412.7
2025-07-21 08:21:41.775,475.7,404.2
2025-07-21 08:21:42.786,475.7,404.2
2025-07-21 08:21:43.797,474.7,402.4
2025-07-21 08:21:44.808,474.7,402.4
2025-07-21 08:21:45.826,489.0,410.2
2025-07-21 08:21:46.838,489.0,410.2
2025-07-21 08:21:47.847,488.4,411.4
2025-07-21 08:21:48.857,488.4,411.4
2025-07-21 08:21:49.867,484.4,415.1
2025-07-21 08:21:50.878,484.4,415.1
2025-07-21 08:21:51.894,483.0,413.2
2025-07-21 08:21:52.911,483.0,413.2
2025-07-21 08:21:53.919,476.9,417.7
2025-07-21 08:21:54.930,476.9,417.7
2025-07-21 08:21:55.940,478.8,417.2
2025-07-21 08:21:56.950,478.8,417.2
2025-07-21 08:21:57.961,468.3,417.9
2025-07-21 08:21:58.979,468.3,417.9
2025-07-21 08:21:59.990,467.1,419.6
2025-07-21 08:22:01.005,467.1,419.6
2025-07-21 08:22:02.016,450.2,414.1
2025-07-21 08:22:03.017,450.2,414.1
2025-07-21 08:22:04.029,452.8,413.4
2025-07-21 08:22:05.040,452.8,413.4
2025-07-21 08:22:06.052,440.7,405.1
2025-07-21 08:22:07.062,440.7,405.1
2025-07-21 08:22:08.073,440.6,407.5
2025-07-21 08:22:09.084,440.6,407.5
2025-07-21 08:22:10.104,432.2,391.4
2025-07-21 08:22:11.124,432.2,391.4
2025-07-21 08:22:12.144,432.6,389.8
2025-07-21 08:22:13.155,432.6,389.8
2025-07-21 08:22:14.166,427.6,378.9
2025-07-21 08:22:15.177,427.6,378.9
2025-07-21 08:22:16.197,426.3,378.2
2025-07-21 08:22:17.207,426.3,378.2
2025-07-21 08:22:18.228,431.6,375.0
2025-07-21 08:22:19.238,431.6,375.0
2025-07-21 08:22:20.249,430.2,374.4
2025-07-21 08:22:21.260,430.2,374.4
2025-07-21 08:22:22.276,427.0,373.0
2025-07-21 08:22:23.297,427.0,373.0
2025-07-21 08:22:24.307,425.4,375.4
2025-07-21 08:22:25.317,426.4,375.4
2025-07-21 08:22:26.328,426.4,375.3
2025-07-21 08:22:27.339,427.4,375.3
2025-07-21 08:22:28.356,427.4,375.1
2025-07-21 08:22:29.377,426.1,375.1
2025-07-21 08:22:30.388,426.1,373.5
2025-07-21 08:22:31.408,429.7,373.5
2025-07-21 08:22:32.418,429.7,373.5
2025-07-21 08:22:33.428,433.4,375.3
2025-07-21 08:22:34.439,433.4,375.3
2025-07-21 08:22:35.449,432.7,376.1
2025-07-21 08:22:36.459,432.7,376.1
2025-07-21 08:22:37.470,440.0,377.3
2025-07-21 08:22:38.490,440.0,377.3
2025-07-21 08:22:39.511,442.2,374.5
2025-07-21 08:22:40.522,442.2,374.5
2025-07-21 08:22:41.542,444.8,377.5
2025-07-21 08:22:42.563,444.8,377.5
2025-07-21 08:22:43.574,442.2,379.1
2025-07-21 08:22:44.585,442.2,379.1
2025-07-21 08:22:45.593,436.9,382.6
2025-07-21 08:22:46.603,436.9,382.6
2025-07-21 08:22:47.614,435.1,382.1
2025-07-21 08:22:48.625,435.1,382.1
2025-07-21 08:22:49.635,438.2,379.4
2025-07-21 08:22:50.646,438.2,379.4
2025-07-21 08:22:51.656,438.6,378.4
2025-07-21 08:22:52.667,438.6,378.4
2025-07-21 08:22:53.678,439.1,378.7
2025-07-21 08:22:54.689,439.1,378.7
2025-07-21 08:22:55.699,441.5,378.7
2025-07-21 08:22:56.711,441.5,378.7
2025-07-21 08:22:57.713,437.4,382.1
2025-07-21 08:22:58.721,437.4,382.1
2025-07-21 08:22:59.731,437.4,382.4
2025-07-21 08:23:00.742,437.4,382.4
2025-07-21 08:23:01.752,441.4,379.5
2025-07-21 08:23:02.768,441.4,379.5
2025-07-21 08:23:03.789,440.7,380.7
2025-07-21 08:23:04.799,440.7,380.7
2025-07-21 08:23:05.810,443.5,380.3
2025-07-21 08:23:06.820,443.5,380.3
2025-07-21 08:23:07.831,441.9,378.9
2025-07-21 08:23:08.840,441.9,378.9
2025-07-21 08:23:09.851,442.1,380.8
2025-07-21 08:23:10.862,442.1,380.8
2025-07-21 08:23:11.883,443.2,380.7
2025-07-21 08:23:12.898,443.2,380.7
2025-07-21 08:23:13.909,439.3,379.8
2025-07-21 08:23:14.926,439.3,379.8
2025-07-21 08:23:15.946,440.6,380.5
2025-07-21 08:23:16.966,440.6,380.5
2025-07-21 08:23:17.975,439.0,381.2
2025-07-21 08:23:18.990,439.0,381.2
2025-07-21 08:23:20.001,437.2,380.7
2025-07-21 08:23:21.010,437.2,380.7
2025-07-21 08:23:22.029,438.8,379.0
2025-07-21 08:23:23.046,438.8,379.0
2025-07-21 08:23:24.056,438.8,377.1
2025-07-21 08:23:25.067,438.3,377.1
2025-07-21 08:23:26.085,438.3,378.9
2025-07-21 08:23:27.096,438.2,378.9
2025-07-21 08:23:28.107,438.2,381.2
2025-07-21 08:23:29.117,438.7,381.2
2025-07-21 08:23:30.132,438.7,383.1
2025-07-21 08:23:31.143,439.8,383.1
2025-07-21 08:23:32.154,439.8,382.3
2025-07-21 08:23:33.175,439.5,382.3
2025-07-21 08:23:34.186,439.5,380.4
2025-07-21 08:23:35.195,437.6,380.4
2025-07-21 08:23:36.206,437.6,378.3
2025-07-21 08:23:37.217,434.5,378.3
2025-07-21 08:23:38.227,434.5,375.6
2025-07-21 08:23:39.236,434.5,379.3
2025-07-21 08:23:40.238,434.5,379.3
2025-07-21 08:23:41.239,435.2,380.8
2025-07-21 08:23:42.240,435.2,380.8
2025-07-21 08:23:43.242,436.1,379.9
2025-07-21 08:23:44.243,436.1,379.9
2025-07-21 08:23:45.245,435.1,378.6
2025-07-21 08:23:46.246,435.1,378.6
2025-07-21 08:23:47.248,435.0,379.0
2025-07-21 08:23:48.249,435.0,379.0
2025-07-21 08:23:49.260,437.2,384.3
2025-07-21 08:23:50.278,437.2,384.3
2025-07-21 08:23:51.285,436.8,383.3
2025-07-21 08:23:52.295,436.8,383.3
2025-07-21 08:23:53.311,434.5,380.8
2025-07-21 08:23:54.332,434.5,380.8
2025-07-21 08:23:55.343,437.3,380.8
2025-07-21 08:23:56.352,437.3,380.8
2025-07-21 08:23:57.362,439.9,377.8
2025-07-21 08:23:58.379,439.9,377.8
2025-07-21 08:23:59.399,437.5,377.9
2025-07-21 08:24:00.409,437.5,377.9
2025-07-21 08:24:01.427,437.7,382.3
2025-07-21 08:24:02.438,437.7,382.3
2025-07-21 08:24:03.448,438.4,381.3
2025-07-21 08:24:04.465,438.4,381.3
2025-07-21 08:24:05.475,437.2,380.5
2025-07-21 08:24:06.485,437.2,380.5
2025-07-21 08:24:07.505,436.4,382.0
2025-07-21 08:24:08.525,436.4,382.0
2025-07-21 08:24:09.542,434.3,380.7
2025-07-21 08:24:10.562,434.3,380.7
2025-07-21 08:24:11.583,434.4,379.1
2025-07-21 08:24:12.594,434.4,379.1
2025-07-21 08:24:13.603,434.5,382.3
2025-07-21 08:24:14.614,434.5,382.3
2025-07-21 08:24:15.633,437.5,383.0
2025-07-21 08:24:16.644,437.5,383.0
2025-07-21 08:24:17.655,433.8,377.6
2025-07-21 08:24:18.667,433.8,377.6
2025-07-21 08:24:19.678,429.2,377.1
2025-07-21 08:24:20.698,429.2,377.1
2025-07-21 08:24:21.714,426.9,377.5
2025-07-21 08:24:22.723,427.2,377.5
2025-07-21 08:24:23.735,427.2,376.9
2025-07-21 08:24:24.745,436.2,376.9
2025-07-21 08:24:25.756,436.2,375.9
2025-07-21 08:24:26.766,440.4,375.9
2025-07-21 08:24:27.777,440.4,377.1
2025-07-21 08:24:28.784,432.3,377.1
2025-07-21 08:24:29.790,432.3,379.8
2025-07-21 08:24:30.800,430.1,379.8
2025-07-21 08:24:31.821,430.1,377.7
2025-07-21 08:24:32.831,432.9,377.7
2025-07-21 08:24:33.840,432.9,376.1
2025-07-21 08:24:34.850,435.4,376.1
2025-07-21 08:24:35.871,435.4,378.3
2025-07-21 08:24:36.881,438.2,378.3
2025-07-21 08:24:37.892,438.2,377.8
2025-07-21 08:24:38.894,435.2,377.8
2025-07-21 08:24:39.902,435.2,376.4
2025-07-21 08:24:40.908,435.5,376.4
2025-07-21 08:24:41.929,435.5,376.5
2025-07-21 08:24:42.941,432.7,376.5
2025-07-21 08:24:43.951,432.7,377.3
2025-07-21 08:24:44.968,430.7,377.3
2025-07-21 08:24:45.987,430.7,378.1
2025-07-21 08:24:47.008,433.8,378.1
2025-07-21 08:24:48.019,433.8,378.9
2025-07-21 08:24:49.029,434.0,378.9
2025-07-21 08:24:50.050,434.0,381.8
2025-07-21 08:24:51.070,433.8,380.4
2025-07-21 08:24:52.080,433.8,380.4
2025-07-21 08:24:53.091,433.9,378.3
2025-07-21 08:24:54.103,433.9,378.3
2025-07-21 08:24:55.113,436.3,377.9
2025-07-21 08:24:56.124,436.3,377.9
2025-07-21 08:24:57.134,437.9,374.3
2025-07-21 08:24:58.144,437.9,374.3
2025-07-21 08:24:59.154,433.9,374.8
2025-07-21 08:25:00.165,433.9,374.8
2025-07-21 08:25:01.184,435.4,378.8
2025-07-21 08:25:02.195,435.4,378.8
2025-07-21 08:25:03.216,435.9,379.0
2025-07-21 08:25:04.237,435.9,379.0
2025-07-21 08:25:05.258,429.3,376.5
2025-07-21 08:25:06.268,429.3,376.5
2025-07-21 08:25:07.280,432.2,375.9
2025-07-21 08:25:08.291,432.2,375.9
2025-07-21 08:25:09.310,437.2,377.0
2025-07-21 08:25:10.322,437.2,377.0
2025-07-21 08:25:11.333,435.7,379.0
2025-07-21 08:25:12.349,435.7,379.0
2025-07-21 08:25:13.369,433.6,378.9
2025-07-21 08:25:14.391,433.6,378.9
2025-07-21 08:25:15.401,432.2,377.2
2025-07-21 08:25:16.412,432.2,377.2
2025-07-21 08:25:17.422,429.5,376.2
2025-07-21 08:25:18.432,428.3,376.2
2025-07-21 08:25:19.443,428.3,376.5
2025-07-21 08:25:20.465,431.2,376.5
2025-07-21 08:25:21.486,431.2,374.0
2025-07-21 08:25:22.501,431.6,374.0
2025-07-21 08:25:23.512,431.6,373.5
2025-07-21 08:25:24.523,432.4,373.5
2025-07-21 08:25:25.533,432.4,378.8
2025-07-21 08:25:26.544,431.7,378.8
2025-07-21 08:25:27.555,431.7,378.7
2025-07-21 08:25:28.565,430.4,378.7
2025-07-21 08:25:29.576,430.4,379.1
2025-07-21 08:25:30.587,435.4,379.1
2025-07-21 08:25:31.607,435.4,377.5
2025-07-21 08:25:32.616,433.6,377.5
2025-07-21 08:25:33.636,433.6,375.8
2025-07-21 08:25:34.647,431.4,375.8
2025-07-21 08:25:35.657,431.4,375.7
2025-07-21 08:25:36.677,433.0,375.7
2025-07-21 08:25:37.699,433.0,376.4
2025-07-21 08:25:38.720,433.2,376.4
2025-07-21 08:25:39.729,433.2,376.5
2025-07-21 08:25:40.741,433.3,376.5
2025-07-21 08:25:41.751,433.3,376.0
2025-07-21 08:25:42.761,432.8,376.0
2025-07-21 08:25:43.772,432.8,375.7
2025-07-21 08:25:44.783,433.0,375.7
2025-07-21 08:25:45.794,433.0,374.2
2025-07-21 08:25:46.810,434.0,374.2
2025-07-21 08:25:47.820,434.0,374.8
2025-07-21 08:25:48.840,434.5,374.8
2025-07-21 08:25:49.850,434.5,377.9
2025-07-21 08:25:50.860,430.9,379.9
2025-07-21 08:25:51.881,430.9,379.9
2025-07-21 08:25:52.893,432.2,376.9
2025-07-21 08:25:53.903,432.2,376.9
2025-07-21 08:25:54.913,436.2,375.4
2025-07-21 08:25:55.934,436.2,375.4
2025-07-21 08:25:56.955,429.9,378.3
2025-07-21 08:25:57.975,429.9,378.3
2025-07-21 08:25:58.985,427.1,379.2
2025-07-21 08:25:59.996,427.1,379.2
2025-07-21 08:26:01.007,432.0,381.7
2025-07-21 08:26:02.017,432.0,381.7
2025-07-21 08:26:03.027,433.2,381.4
2025-07-21 08:26:04.038,433.2,381.4
