Timestamp,CO2_inlet_ppm,CO2_outlet_ppm
2025-07-18 10:09:26.205,,
2025-07-18 10:09:27.206,,
2025-07-18 10:09:28.216,,
2025-07-18 10:09:29.216,,
2025-07-18 10:09:30.217,,
2025-07-18 10:09:31.218,,
2025-07-18 10:09:32.219,,
2025-07-18 10:09:33.219,673.3,750.6
2025-07-18 10:09:34.230,675.8,758.9
2025-07-18 10:09:35.237,675.8,758.9
2025-07-18 10:09:36.248,674.7,786.9
2025-07-18 10:09:37.257,675.2,786.9
2025-07-18 10:09:38.269,675.2,756.3
2025-07-18 10:09:39.292,668.7,756.3
2025-07-18 10:09:40.305,668.7,772.8
2025-07-18 10:09:41.317,666.1,772.8
2025-07-18 10:09:42.336,666.1,765.3
2025-07-18 10:09:43.347,726.3,765.3
2025-07-18 10:09:44.357,726.3,786.1
2025-07-18 10:09:45.368,727.2,786.1
2025-07-18 10:09:46.377,727.2,795.9
2025-07-18 10:09:47.387,683.7,795.9
2025-07-18 10:09:48.398,683.7,801.7
2025-07-18 10:09:49.408,686.2,801.7
2025-07-18 10:09:50.418,686.2,735.5
2025-07-18 10:09:51.428,629.4,735.5
2025-07-18 10:09:52.438,629.4,737.5
2025-07-18 10:09:53.448,628.6,737.5
2025-07-18 10:09:54.464,628.6,703.0
2025-07-18 10:09:55.475,625.7,703.0
2025-07-18 10:09:56.485,625.7,700.7
2025-07-18 10:09:57.495,624.5,700.7
2025-07-18 10:09:58.515,624.5,690.1
2025-07-18 10:09:59.525,628.7,690.1
2025-07-18 10:10:00.541,628.7,691.3
2025-07-18 10:10:01.551,631.8,691.3
2025-07-18 10:10:02.562,631.8,719.6
2025-07-18 10:10:03.583,628.1,719.6
2025-07-18 10:10:04.603,628.1,717.5
2025-07-18 10:10:05.613,628.4,717.5
2025-07-18 10:10:06.623,628.4,698.6
2025-07-18 10:10:07.634,657.3,698.6
2025-07-18 10:10:08.644,657.3,697.7
2025-07-18 10:10:09.654,655.4,697.7
2025-07-18 10:10:10.665,655.4,741.4
2025-07-18 10:10:11.676,667.8,741.4
2025-07-18 10:10:12.686,667.8,744.5
2025-07-18 10:10:13.697,665.7,744.5
2025-07-18 10:10:14.707,665.7,749.0
2025-07-18 10:10:15.719,674.3,749.0
2025-07-18 10:10:16.729,674.3,744.6
2025-07-18 10:10:17.740,675.1,744.6
2025-07-18 10:10:18.752,675.1,750.0
2025-07-18 10:10:19.762,665.2,750.0
2025-07-18 10:10:20.773,665.2,751.3
2025-07-18 10:10:21.784,663.5,751.3
2025-07-18 10:10:22.795,663.5,741.9
2025-07-18 10:10:23.806,669.6,741.9
2025-07-18 10:10:24.816,669.6,740.8
2025-07-18 10:10:25.827,669.9,754.1
2025-07-18 10:10:26.849,669.9,754.1
2025-07-18 10:10:27.864,676.8,756.4
2025-07-18 10:10:28.877,676.8,756.4
2025-07-18 10:10:29.887,679.8,759.1
2025-07-18 10:10:30.897,679.8,759.1
2025-07-18 10:10:31.908,704.2,756.9
2025-07-18 10:10:32.919,704.2,756.9
2025-07-18 10:10:33.930,702.7,778.0
2025-07-18 10:10:34.943,702.7,778.0
2025-07-18 10:10:35.955,702.1,776.5
2025-07-18 10:10:36.965,701.5,776.5
2025-07-18 10:10:37.979,701.5,760.6
2025-07-18 10:10:38.999,677.3,760.6
2025-07-18 10:10:40.019,677.3,760.8
2025-07-18 10:10:41.030,677.8,760.8
2025-07-18 10:10:42.042,677.8,751.5
2025-07-18 10:10:43.053,668.8,751.5
2025-07-18 10:10:44.073,668.8,754.9
2025-07-18 10:10:45.095,667.8,754.9
2025-07-18 10:10:46.107,667.8,748.8
2025-07-18 10:10:47.118,669.6,748.8
2025-07-18 10:10:48.128,669.6,750.5
2025-07-18 10:10:49.140,670.5,750.5
2025-07-18 10:10:50.151,670.5,753.1
2025-07-18 10:10:51.161,673.1,753.1
2025-07-18 10:10:52.172,673.1,752.4
2025-07-18 10:10:53.182,675.0,752.4
2025-07-18 10:10:54.193,675.0,749.0
2025-07-18 10:10:55.204,671.1,749.0
2025-07-18 10:10:56.214,671.1,749.3
2025-07-18 10:10:57.226,670.4,749.3
2025-07-18 10:10:58.245,670.4,749.2
2025-07-18 10:10:59.254,669.0,749.2
2025-07-18 10:11:00.265,669.0,750.6
2025-07-18 10:11:01.276,668.7,750.6
2025-07-18 10:11:02.294,668.7,750.8
2025-07-18 10:11:03.305,671.3,750.8
2025-07-18 10:11:04.315,671.3,749.5
2025-07-18 10:11:05.326,671.8,749.5
2025-07-18 10:11:06.338,671.8,746.9
2025-07-18 10:11:07.348,639.0,746.9
2025-07-18 10:11:08.360,639.0,746.0
2025-07-18 10:11:09.376,639.8,746.0
2025-07-18 10:11:10.387,639.8,702.9
2025-07-18 10:11:11.398,618.5,702.9
2025-07-18 10:11:12.406,618.5,705.3
2025-07-18 10:11:13.416,616.8,705.3
2025-07-18 10:11:14.438,616.8,689.7
2025-07-18 10:11:15.449,615.8,689.7
2025-07-18 10:11:16.460,615.8,691.4
2025-07-18 10:11:17.476,616.1,691.4
2025-07-18 10:11:18.487,616.1,685.7
2025-07-18 10:11:19.497,611.3,685.7
2025-07-18 10:11:20.508,611.3,686.8
2025-07-18 10:11:21.519,613.7,686.8
2025-07-18 10:11:22.529,613.7,679.0
2025-07-18 10:11:23.542,613.0,679.0
2025-07-18 10:11:24.560,613.0,680.0
2025-07-18 10:11:25.572,611.3,680.0
2025-07-18 10:11:26.582,611.3,691.5
2025-07-18 10:11:27.603,617.6,691.5
2025-07-18 10:11:28.619,617.6,690.2
2025-07-18 10:11:29.631,617.8,690.2
2025-07-18 10:11:30.641,617.8,690.9
2025-07-18 10:11:31.652,618.6,690.3
2025-07-18 10:11:32.663,617.9,690.3
2025-07-18 10:11:33.678,617.9,693.9
2025-07-18 10:11:34.696,620.7,693.9
2025-07-18 10:11:35.718,620.7,696.4
2025-07-18 10:11:36.728,624.0,696.4
2025-07-18 10:11:37.739,624.0,697.8
2025-07-18 10:11:38.750,627.5,697.8
2025-07-18 10:11:39.772,627.5,698.4
2025-07-18 10:11:40.785,627.4,698.4
2025-07-18 10:11:41.802,627.4,698.2
2025-07-18 10:11:42.818,625.2,698.2
2025-07-18 10:11:43.828,625.2,698.5
2025-07-18 10:11:44.839,623.1,698.5
2025-07-18 10:11:45.849,623.1,704.6
2025-07-18 10:11:46.860,612.4,704.6
2025-07-18 10:11:47.871,612.4,703.8
2025-07-18 10:11:48.881,613.0,703.8
2025-07-18 10:11:49.893,613.0,684.2
2025-07-18 10:11:50.902,632.3,684.2
2025-07-18 10:11:51.912,632.3,685.5
2025-07-18 10:11:52.930,631.5,685.5
2025-07-18 10:11:53.951,631.5,707.2
2025-07-18 10:11:54.970,641.8,707.2
2025-07-18 10:11:55.977,641.8,708.4
2025-07-18 10:11:56.988,641.0,708.4
2025-07-18 10:11:58.006,641.0,709.1
2025-07-18 10:11:59.016,650.9,709.1
2025-07-18 10:12:00.032,650.9,707.3
2025-07-18 10:12:01.052,650.7,707.3
