Timestamp,CO2_inlet_ppm,CO2_outlet_ppm
2025-07-24 13:50:21.182,47.6,571.3
2025-07-24 13:50:22.195,47.6,571.3
2025-07-24 13:50:23.203,47.6,571.3
2025-07-24 13:50:24.213,47.6,571.3
2025-07-24 13:50:25.224,47.6,571.3
2025-07-24 13:50:26.233,47.6,571.3
2025-07-24 13:50:27.253,47.6,571.3
2025-07-24 13:50:28.264,147.8,482.7
2025-07-24 13:50:29.283,147.8,482.7
2025-07-24 13:50:30.293,146.1,482.7
2025-07-24 13:50:31.304,146.1,477.6
2025-07-24 13:50:32.315,144.5,477.6
2025-07-24 13:50:33.323,144.5,477.2
2025-07-24 13:50:34.334,145.7,477.2
2025-07-24 13:50:35.355,145.7,479.5
2025-07-24 13:50:36.368,144.2,479.5
2025-07-24 13:50:37.378,144.2,478.2
2025-07-24 13:50:38.389,143.1,478.2
2025-07-24 13:50:39.407,143.1,478.4
2025-07-24 13:50:40.417,147.1,478.4
2025-07-24 13:50:41.427,147.1,479.4
2025-07-24 13:50:42.437,148.8,479.4
2025-07-24 13:50:43.448,148.8,479.7
2025-07-24 13:50:44.459,149.2,479.7
2025-07-24 13:50:45.469,149.2,477.4
2025-07-24 13:50:46.480,147.9,477.4
2025-07-24 13:50:47.491,147.9,477.5
2025-07-24 13:50:48.501,145.9,477.5
2025-07-24 13:50:49.511,145.9,480.5
2025-07-24 13:50:50.521,145.5,481.5
2025-07-24 13:50:51.531,145.5,481.5
2025-07-24 13:50:52.542,147.0,480.1
2025-07-24 13:50:53.552,147.0,480.1
2025-07-24 13:50:54.563,148.0,478.6
2025-07-24 13:50:55.573,148.0,478.6
2025-07-24 13:50:56.593,147.3,477.3
2025-07-24 13:50:57.614,147.3,477.3
2025-07-24 13:50:58.624,148.7,479.0
2025-07-24 13:50:59.635,148.7,479.0
2025-07-24 13:51:00.645,154.1,477.9
2025-07-24 13:51:01.664,154.1,477.9
2025-07-24 13:51:02.685,151.2,475.1
2025-07-24 13:51:03.696,151.2,475.1
2025-07-24 13:51:04.706,146.1,477.0
2025-07-24 13:51:05.716,146.1,477.0
2025-07-24 13:51:06.726,148.2,477.8
2025-07-24 13:51:07.737,148.2,477.8
2025-07-24 13:51:08.747,148.2,476.7
2025-07-24 13:51:09.765,148.2,476.7
2025-07-24 13:51:10.777,145.8,474.5
2025-07-24 13:51:11.787,145.8,474.5
2025-07-24 13:51:12.798,149.0,475.4
2025-07-24 13:51:13.808,149.0,475.4
2025-07-24 13:51:14.825,150.8,479.0
2025-07-24 13:51:15.835,147.2,479.0
2025-07-24 13:51:16.844,147.2,477.7
2025-07-24 13:51:17.854,147.3,477.7
2025-07-24 13:51:18.865,147.3,475.5
2025-07-24 13:51:19.887,147.8,475.5
2025-07-24 13:51:20.898,147.8,476.3
2025-07-24 13:51:21.918,146.8,476.3
2025-07-24 13:51:22.928,146.8,474.5
2025-07-24 13:51:23.939,311.2,474.5
2025-07-24 13:51:24.959,311.2,474.3
2025-07-24 13:51:25.969,308.9,474.3
2025-07-24 13:51:26.980,308.9,478.4
2025-07-24 13:51:27.990,308.9,478.4
2025-07-24 13:51:29.007,308.9,476.6
2025-07-24 13:51:30.017,310.3,476.6
2025-07-24 13:51:31.038,310.3,475.5
2025-07-24 13:51:32.049,313.7,475.5
2025-07-24 13:51:33.068,313.7,477.2
2025-07-24 13:51:34.089,312.5,477.2
2025-07-24 13:51:35.100,312.5,475.4
2025-07-24 13:51:36.121,308.5,475.4
2025-07-24 13:51:37.122,308.5,473.6
2025-07-24 13:51:38.132,306.6,473.6
2025-07-24 13:51:39.144,306.6,476.8
2025-07-24 13:51:40.154,307.2,476.8
2025-07-24 13:51:41.164,307.2,478.2
2025-07-24 13:51:42.175,310.0,478.2
2025-07-24 13:51:43.185,310.0,478.2
2025-07-24 13:51:44.195,349.3,478.2
2025-07-24 13:51:45.213,349.3,479.1
2025-07-24 13:51:46.234,347.2,479.1
2025-07-24 13:51:47.254,347.2,472.0
2025-07-24 13:51:48.264,374.0,472.0
2025-07-24 13:51:49.275,374.0,471.0
2025-07-24 13:51:50.286,373.8,471.0
2025-07-24 13:51:51.297,373.8,476.5
2025-07-24 13:51:52.306,376.1,476.5
2025-07-24 13:51:53.327,376.1,475.1
2025-07-24 13:51:54.347,377.3,472.5
2025-07-24 13:51:55.367,377.3,472.5
2025-07-24 13:51:56.379,429.4,473.0
2025-07-24 13:51:57.391,429.4,473.0
2025-07-24 13:51:58.401,425.3,475.1
2025-07-24 13:51:59.412,425.3,475.1
2025-07-24 13:52:00.432,433.2,478.3
2025-07-24 13:52:01.450,433.2,478.3
2025-07-24 13:52:02.468,436.1,477.4
2025-07-24 13:52:03.479,436.1,477.4
2025-07-24 13:52:04.499,442.7,474.8
2025-07-24 13:52:05.520,442.7,474.8
2025-07-24 13:52:06.530,442.0,473.7
2025-07-24 13:52:07.541,442.0,473.7
2025-07-24 13:52:08.551,447.9,473.2
2025-07-24 13:52:09.562,447.9,473.2
2025-07-24 13:52:10.572,448.1,476.3
2025-07-24 13:52:11.583,442.7,476.3
2025-07-24 13:52:12.594,442.7,475.5
2025-07-24 13:52:13.604,441.5,475.5
2025-07-24 13:52:14.620,441.5,471.3
2025-07-24 13:52:15.631,460.4,471.3
2025-07-24 13:52:16.642,460.4,473.1
2025-07-24 13:52:17.653,459.6,473.1
2025-07-24 13:52:18.664,459.6,477.8
2025-07-24 13:52:19.674,468.0,477.8
2025-07-24 13:52:20.685,468.0,475.7
2025-07-24 13:52:21.695,468.4,475.7
2025-07-24 13:52:22.706,468.4,474.8
2025-07-24 13:52:23.716,456.4,474.8
2025-07-24 13:52:24.734,456.4,479.3
2025-07-24 13:52:25.755,458.3,479.3
2025-07-24 13:52:26.775,458.3,476.0
2025-07-24 13:52:27.787,462.9,476.0
2025-07-24 13:52:28.797,462.9,472.0
2025-07-24 13:52:29.808,461.1,472.0
2025-07-24 13:52:30.818,461.1,471.9
2025-07-24 13:52:31.828,457.1,471.9
2025-07-24 13:52:32.845,457.1,472.3
2025-07-24 13:52:33.857,456.6,472.3
2025-07-24 13:52:34.878,456.6,475.2
2025-07-24 13:52:35.899,463.1,475.2
2025-07-24 13:52:36.911,463.1,476.5
2025-07-24 13:52:37.922,464.6,476.5
2025-07-24 13:52:38.932,464.6,474.2
2025-07-24 13:52:39.942,462.1,474.2
2025-07-24 13:52:40.953,462.1,471.9
2025-07-24 13:52:41.963,463.0,471.9
2025-07-24 13:52:42.985,463.0,471.3
2025-07-24 13:52:44.005,463.7,471.3
2025-07-24 13:52:45.023,463.7,473.3
2025-07-24 13:52:46.033,462.7,473.3
2025-07-24 13:52:47.045,462.7,477.5
2025-07-24 13:52:48.055,459.1,477.5
2025-07-24 13:52:49.066,459.1,477.2
2025-07-24 13:52:50.076,459.4,477.2
2025-07-24 13:52:51.087,459.4,473.2
2025-07-24 13:52:52.097,464.3,473.2
2025-07-24 13:52:53.108,464.3,472.8
2025-07-24 13:52:54.118,464.5,472.8
2025-07-24 13:52:55.128,464.5,475.1
2025-07-24 13:52:56.139,462.5,475.1
2025-07-24 13:52:57.149,462.5,474.3
2025-07-24 13:52:58.164,463.7,473.6
2025-07-24 13:52:59.175,463.7,473.6
2025-07-24 13:53:00.185,463.7,475.1
2025-07-24 13:53:01.196,463.7,475.1
2025-07-24 13:53:02.208,462.3,473.4
