Timestamp,CO2_Value_ppm
2025-07-15 16:11:58.794,557.6
2025-07-15 16:11:58.797,557.6
2025-07-15 16:11:58.801,558.8
2025-07-15 16:11:58.807,558.8
2025-07-15 16:11:58.815,561.4
2025-07-15 16:11:58.818,561.4
2025-07-15 16:11:58.821,563.4
2025-07-15 16:11:58.845,563.4
2025-07-15 16:11:59.842,573.6
2025-07-15 16:12:00.839,573.6
2025-07-15 16:12:01.846,572.8
2025-07-15 16:12:02.843,572.8
